id,Product,Original Price,Original Revenue
36,3D HEARTS  HONEYCOMB PAPER GARLAND,2.95,19.491071428571438
37,3D SHEET OF DOG STICKERS,1.63,1.63
38,3D TRADITIONAL CHRISTMAS STICKERS,2.46,8.856
39,3D VINTAGE CHRISTMAS STICKERS,2.46,9.515841535106782
40,4 IVORY DINNER CANDLES SILVER FLOCK,2.55,9.34110697791148
41,4 LAVENDER BOTANICAL DINNER CANDLES,3.75,11.4705882352941
42,4 LILY  BOTANICAL DINNER CANDLES,3.75,12.684565094509574
43,4 PEAR BOTANICAL DINNER CANDLES,3.75,10.588235294117663
44,4 PINK DINNER CANDLE SILVER FLOCK,2.55,5.210869565217402
45,4 PURPLE FLOCK DINNER CANDLES,2.55,6.568181818181829
46,4 ROSE PINK DINNER CANDLES,1.25,8.125
47,4 TRADITIONAL SPINNING TOPS,2.46,6.506394893602583
48,4 VANILLA BOTANICAL CANDLES,3.75,10.624999999999988
49,4 WILDFLOWER BOTANICAL CANDLES,3.75,7.5
50,5 HOOK HANGER MAGIC TOADSTOOL,1.65,11.196428571428578
51,5 HOOK HANGER RED MAGIC TOADSTOOL,1.65,7.7301369863013765
55,6 CHOCOLATE LOVE HEART T-LIGHTS,4.13,7.842512043991012
56,6 EGG HOUSE PAINTED WOOD,15.79,15.79
58,6 RIBBONS ELEGANT CHRISTMAS,3.29,15.00416915912646
59,6 RIBBONS EMPIRE,1.65,11.917073934505261
60,6 RIBBONS RUSTIC CHARM,3.29,15.436512575681526
61,6 RIBBONS SHIMMERING PINKS,3.29,2.5886578536969305
62,6 ROCKET BALLOONS,1.25,5.660626464140712
63,60 CAKE CASES DOLLY GIRL DESIGN,1.25,1.8207440797055
67,70'S ALPHABET WALL ART,8.25,16.5
69,A PRETTY THANK YOU CARD,0.42,6.02608695652173
70,ABC TREASURE BOOK BOX,4.58,3.704473673136854
71,ABSTRACT CIRCLE JOURNAL,2.55,6.375
72,ABSTRACT CIRCLES SKETCHBOOK,7.46,7.46
73,ADULT APRON APPLE DELIGHT,10.79,12.126832889720964
74,ADVENT CALENDAR GINGHAM SACK,11.63,24.894852993896528
76,AGED GLASS SILVER T-LIGHT HOLDER,0.65,13.545582329317284
77,AIRLINE BAG VINTAGE JET SET BROWN,4.25,7.355769230769227
78,AIRLINE BAG VINTAGE JET SET RED,8.29,8.24704715461655
79,AIRLINE BAG VINTAGE JET SET WHITE,8.29,8.267401412494543
80,AIRLINE BAG VINTAGE TOKYO 78,8.29,15.57577990940174
81,AIRLINE BAG VINTAGE WORLD CHAMPION,8.29,8.248334880327057
82,"AIRLINE LOUNGE,METAL SIGN",2.1,6.222119677394544
83,ALARM CLOCK BAKELIKE CHOCOLATE,7.46,8.58437779157506
84,ALARM CLOCK BAKELIKE GREEN,7.46,25.508871830936474
85,ALARM CLOCK BAKELIKE IVORY,7.46,10.223395229543412
86,ALARM CLOCK BAKELIKE ORANGE,7.46,10.401584552562337
87,ALARM CLOCK BAKELIKE PINK,7.46,10.705280876964201
89,ALPHABET STENCIL CRAFT,2.46,5.1385917279772695
90,ALUMINIUM STAMPED HEART,2.49,12.133474576271178
92,ANGEL DECORATION PAINTED ZINC,1.25,2.48347807572465
93,ANGEL DECORATION STARS ON DRESS,0.42,9.565617977528088
94,ANIMALS AND NATURE WALL ART,3.75,24.75
95,ANT WHITE WIRE HEART SPIRAL,8.29,15.677873893953045
96,ANTIQUE ALL GLASS CANDLESTICK,2.1,11.301315789473684
97,ANTIQUE GLASS DRESSING TABLE POT,5.79,7.451024473698155
98,ANTIQUE GLASS PEDESTAL BOWL,7.46,11.065535807827938
99,ANTIQUE HEART SHELF UNIT,16.65,8.600506603346817
100,ANTIQUE SILVER BAUBLE LAMP,10.4,27.95
101,ANTIQUE SILVER T-LIGHT GLASS,2.46,40.8443915555825
102,ANTIQUE SILVER TEA GLASS ENGRAVED,2.46,4.26099266720506
103,ANTIQUE SILVER TEA GLASS ETCHED,1.25,16.759999999999998
104,ANTIQUE TALL SWIRLGLASS TRINKET POT,7.46,7.165112550817367
105,APOTHECARY MEASURING JAR,12.5,22.321428571428626
106,APPLE BATH SPONGE,2.46,5.8425
107,APRON MODERN VINTAGE COTTON,5.95,20.23
108,AREA PATROLLED METAL SIGN,4.13,4.397865241993815
109,"ART LIGHTS,FUNK MONKEY",2.95,8.939393939393938
111,ASS FLORAL PRINT MULTI SCREWDRIVER,1.25,14.949379372253624
112,ASS FLORAL PRINT SPIRIT LEVEL,1.95,2.4818181818181766
113,ASSORTED BOTTLE TOP  MAGNETS,0.42,10.583745091234182
116,ASSORTED COLOUR LIZARD SUCTION HOOK,0.42,3.712499999999998
117,ASSORTED COLOUR MINI CASES,16.63,32.64654133257912
120,ASSORTED CREEPY CRAWLIES,0.83,1.0374999999999999
122,ASSORTED INCENSE PACK,0.21,21.03652173913038
124,ASSORTED MINI MADRAS NOTEBOOK,1.25,27.0
125,ASSORTED MONKEY SUCTION CUP HOOK,0.42,2.594117647058822
127,ASSORTED TUTTI FRUTTI BRACELET,0.65,4.14375
128,ASSORTED TUTTI FRUTTI KEYRING BALL,0.85,8.464261164064757
129,ASSORTED TUTTI FRUTTI MIRROR,1.25,16.770833333333375
130,ASSORTED TUTTI FRUTTI PEN,0.85,9.775
131,ASSORTED TUTTI FRUTTI SMALL PURSE,1.25,18.75
132,ASSTD DESIGN 3D PAPER STICKERS,0.85,7.942225197114219
134,ASSTD FRUIT+FLOWERS FRIDGE MAGNETS,0.55,12.021428571428595
135,ASSTD MULTICOLOUR CIRCLES MUG,1.69,10.153222947250537
136,BABUSHKA LIGHTS STRING OF 10,13.29,13.115881618667206
138,BAG 250g SWIRLY MARBLES,1.63,3.6127995338461107
139,BAG 500g SWIRLY MARBLES,3.29,5.962971915118955
140,BAKING MOULD CHOCOLATE CUPCAKES,4.96,17.341485618691483
141,BAKING MOULD EASTER EGG MILK CHOC,2.95,12.607118925137204
142,BAKING MOULD EASTER EGG WHITE CHOC,2.95,10.920175438596486
143,BAKING MOULD HEART MILK CHOCOLATE,4.96,4.712424067057942
144,BAKING MOULD HEART WHITE CHOCOLATE,4.96,4.747081712555567
145,BAKING MOULD ROSE MILK CHOCOLATE,3.25,17.042682926829265
146,BAKING MOULD ROSE WHITE CHOCOLATE,6.63,6.607463664190244
147,BAKING MOULD TOFFEE CUP CHOCOLATE,2.55,11.752173913043471
148,BAKING SET 9 PIECE RETROSPOT,10.79,55.59205939215167
149,BAKING SET SPACEBOY DESIGN,10.79,24.85897668006697
150,BALLOON ART MAKE YOUR OWN FLOWERS,1.95,10.318750000000005
151,BALLOON PUMP WITH 10 BALLOONS,4.13,4.13
153,BALLOONS  WRITING SET,3.29,4.1125
154,BANQUET BIRTHDAY  CARD,0.42,5.767999999999986
157,BATH BUILDING BLOCK WORD,11.63,11.668576315548197
158,BATHROOM HOOK,1.65,8.376923076923083
159,BATHROOM METAL SIGN,1.45,-4.168883746813363
160,BATHROOM SCALES FOOTPRINTS IN SAND,3.75,5.625
161,BATHROOM SCALES RUBBER DUCKS,3.75,4.921875
162,BATHROOM SET LOVE HEART DESIGN,2.95,12.455555555555549
163,BEACH HUT SHELF W 3 DRAWERS,5.95,10.908333333333314
164,BEADED CHANDELIER T-LIGHT HOLDER,10.79,-1.2741702537936956
165,BEADED CRYSTAL HEART BLUE  LARGE,1.65,11.34375
166,BEADED CRYSTAL HEART BLUE ON STICK,1.25,8.150213928151963
167,BEADED CRYSTAL HEART BLUE SMALL,2.46,2.46
168,BEADED CRYSTAL HEART GREEN LARGE,3.29,3.149788630394937
169,BEADED CRYSTAL HEART GREEN ON STICK,1.25,3.75
170,BEADED CRYSTAL HEART GREEN SMALL,2.46,2.4021004916054176
171,BEADED CRYSTAL HEART PINK LARGE,1.65,8.6625
172,BEADED CRYSTAL HEART PINK ON STICK,1.25,10.5
173,BEADED CRYSTAL HEART PINK SMALL,2.46,9.84
174,BEADED PEARL HEART WHITE ON STICK,1.25,11.903408199229613
175,BELLE JARDINIERE CUSHION COVER,3.75,13.002958579881675
176,BEWARE OF THE CAT METAL SIGN,1.69,11.309182389937108
178,BICYCLE SAFTEY WALL ART,5.95,22.45692918283901
179,BINGO SET,7.46,12.597828507135432
180,BIRD HOUSE HOT WATER BOTTLE,7.46,7.274400580242572
181,BIRDCAGE DECORATION TEALIGHT HOLDER,1.25,7.288135593220337
182,BIRDHOUSE DECORATION MAGIC GARDEN,1.25,8.378378378378375
183,BIRDHOUSE GARDEN MARKER,1.48,532.8
184,BIRDS MOBILE VINTAGE DESIGN,11.63,11.63
185,"BIRTHDAY CARD, RETRO SPOT",0.42,5.31490909090911
186,BIRTHDAY PARTY CORDON BARRIER TAPE,2.46,3.69
187,BISCUIT TIN 50'S CHRISTMAS,5.79,6.164642633166848
188,BISCUIT TIN VINTAGE CHRISTMAS,5.79,12.868679067537764
189,BISCUIT TIN VINTAGE GREEN,13.29,12.47445078738546
190,BISCUIT TIN VINTAGE RED,6.75,13.128440366972498
191,BISCUITS SMALL BOWL LIGHT BLUE,1.25,1.25
192,BLACK AND WHITE CAT BOWL,2.4,533.9873197405008
193,BLACK AND WHITE DOG BOWL,3.24,573.2978774706073
194,BLACK BAROQUE WALL CLOCK,12.75,16.07520342486675
195,BLACK BIRD GARDEN DESIGN MUG,1.25,7.5
196,BLACK CANDELABRA T-LIGHT HOLDER,2.1,20.585768800142155
197,BLACK CHAMPAGNE GLASS,1.65,13.2
198,BLACK CHRISTMAS TREE 120CM,8.49,12.735
199,BLACK CHRISTMAS TREE 60CM,2.95,5.9
200,BLACK EAR MUFF HEADPHONES,10.79,10.79
201,BLACK ENCHANTED FOREST PLACEMAT,1.65,9.769736842105265
203,BLACK KITCHEN SCALES,16.63,16.48999986498604
204,BLACK LOVE BIRD CANDLE,1.25,6.964285714285713
205,BLACK LOVE BIRD T-LIGHT HOLDER,7.46,6.157742959534666
206,BLACK MEDIUM GLASS CAKE STAND,3.75,10.000000000000012
207,BLACK MINI TAPE MEASURE,0.85,1.7303571428571465
208,BLACK PIRATE TREASURE CHEST,1.65,6.478676470588228
209,BLACK RECORD COVER FRAME,7.46,12.57663378940776
210,BLACK SMALL GLASS CAKE STAND,1.95,6.499999999999993
211,BLACK SQUARE TABLE CLOCK,4.96,7.708343795760315
212,BLACK STITCHED WALL CLOCK,3.75,10.34866345555305
213,BLACK TEA TOWEL CLASSIC DESIGN,1.25,7.098387524539101
214,"BLACK TEA,COFFEE,SUGAR JARS",6.35,12.654558414178629
215,BLACK WINE GLASS,1.65,15.674999999999999
216,BLACK/BLUE POLKADOT UMBRELLA,12.46,15.261140224241233
217,BLOND DOLL DOORSTOP,6.75,6.75
218,BLOSSOM IMAGES GIFT WRAP SET,2.1,9.975
219,BLUE  DIAMANTE PEN IN GIFT BOX,4.95,5.892857142857141
220,BLUE  TILE HOOK,2.55,11.180769230769245
221,BLUE  VOILE LAMPSHADE,2.95,13.485714285714284
222,BLUE & WHITE BREAKFAST TRAY,5.95,5.95
223,BLUE 3 PIECE POLKADOT CUTLERY SET,4.15,19.869977872769358
224,BLUE BIRDHOUSE DECORATION,1.63,2.104171447503329
225,BLUE CALCULATOR RULER,2.46,3.364985563689534
226,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2.95,6.490000000000001
227,BLUE CHENILLE SHAGGY CUSHION COVER,1.95,5.85
228,BLUE COAT RACK PARIS FASHION,4.95,10.122972972972997
229,BLUE DAISY MOBILE,0.85,20.4
230,BLUE DINER WALL CLOCK,16.63,16.477724952042088
231,BLUE DISCO HANDBAG,4.13,4.13
232,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,1.25,13.671171171171126
233,BLUE EGG  SPOON,0.42,20.809181369103833
234,BLUE FLOCK GLASS CANDLEHOLDER,1.65,9.899999999999999
235,BLUE FLY SWAT,1.63,4.89
236,BLUE GIANT GARDEN THERMOMETER,12.46,24.92
237,BLUE GLASS GEMS IN BAG,1.63,3.932052789813211
238,BLUE HAPPY BIRTHDAY BUNTING,10.79,10.047300520155138
240,BLUE HEART COMPACT MIRROR,3.75,8.749999999999988
241,BLUE KNITTED EGG COSY,1.95,3.9
242,BLUE NEW BAROQUE CANDLESTICK CANDLE,2.95,16.388888888888903
243,BLUE PAISLEY JOURNAL,4.96,4.96
244,BLUE PAISLEY SKETCHBOOK,7.46,14.92
245,BLUE PAISLEY TISSUE BOX,1.25,4.600736389574838
246,BLUE PAPER PARASOL,2.95,12.966279069767436
247,BLUE PARTY BAGS,2.1,13.411363636363646
248,BLUE PATCH PURSE PINK HEART,1.65,7.473529411764701
249,BLUE POLKADOT BOWL,2.46,2.2403231075942966
250,BLUE POLKADOT COFFEE MUG,2.1,6.6500000000000075
251,BLUE POLKADOT CUP,0.85,5.9835526315789505
252,BLUE POLKADOT EGG CUP,1.25,10.178571428571425
253,BLUE POLKADOT GARDEN PARASOL,7.95,13.9125
254,BLUE POLKADOT KIDS BAG,4.13,6.890504695180526
255,BLUE POLKADOT LUGGAGE TAG,2.46,2.952
256,BLUE POLKADOT PASSPORT COVER,4.13,6.014934514269205
257,BLUE POLKADOT PLATE,1.69,11.780294117647063
258,BLUE POLKADOT WRAP,0.42,11.19813449054097
259,BLUE POT PLANT CANDLE,3.75,15.713964954429226
260,BLUE PUDDING SPOON,0.42,2.1
261,BLUE REFECTORY CLOCK,9.95,17.72909090909089
262,BLUE ROSE FABRIC MIRROR,2.46,2.2587346395166
263,BLUE ROUND COMPACT MIRROR,3.75,9.375
264,BLUE SAVANNAH PICNIC HAMPER FOR 2,12.75,18.062500000000043
266,BLUE STONES ON WIRE FOR CANDLE,0.21,0.7700000000000007
267,BLUE STRIPE CERAMIC DRAWER KNOB,3.29,12.758837689434605
268,BLUE TV TRAY TABLE,4.25,7.285714285714267
270,BLUE VINTAGE SPOT BEAKER,1.08,1228.889832293441
271,BLUE/CREAM STRIPE CUSHION COVER,1.25,7.265625
272,BLUE/YELLOW FLOWER DESIGN BIG MUG,1.95,2.925
273,BOHEMIAN COLLAGE STATIONERY SET,2.95,7.703506783625361
274,BOOM BOX SPEAKER BOYS,5.95,13.316666666666677
275,BOOM BOX SPEAKER GIRLS,5.95,9.840384615384593
276,BOTANICAL GARDENS WALL CLOCK,25.0,31.25
277,BOTANICAL LAVENDER BIRTHDAY CARD,0.83,3.1125
278,BOTTLE BAG RETROSPOT,4.13,3.5390502953950818
279,BOUDOIR SQUARE TISSUE BOX,2.46,4.218360058176668
280,BOX OF 24 COCKTAIL PARASOLS,0.83,6.06720016776678
281,BOX OF 6 ASSORTED COLOUR TEASPOONS,8.29,11.098670469093696
282,BOX OF 6 CHRISTMAS CAKE DECORATIONS,3.75,29.50581395348839
283,BOX OF 6 MINI 50'S CRACKERS,2.49,13.319150943396215
284,BOX OF 6 MINI VINTAGE CRACKERS,2.49,14.144947368421066
285,BOX OF 9 PEBBLE CANDLES,1.95,8.723684210526324
286,BOX OF VINTAGE ALPHABET BLOCKS,24.96,22.421506450574775
287,BOX OF VINTAGE JIGSAW BLOCKS,12.46,14.513851398116557
288,BOYS VINTAGE TIN SEASIDE BUCKET,4.96,4.750395253797422
289,BREAD BIN DINER STYLE IVORY,33.29,27.52397776253203
290,BREAD BIN DINER STYLE MINT,16.95,15.516632957574116
291,BREAD BIN DINER STYLE PINK,16.95,6.101454338788862
292,BREAD BIN DINER STYLE RED,16.95,-14.00520708534861
294,BROCANTE COAT RACK,9.95,12.630691687208067
295,BROWN  PIRATE TREASURE CHEST,1.65,6.3421875
296,BROWN CHECK CAT DOORSTOP,4.25,11.303409222783838
298,BUFFALO BILL TREASURE BOOK BOX,4.58,3.5204378468833846
299,BUFFALO BILL WALL ART,3.75,22.5
300,BULL DOG BOTTLE OPENER,10.79,17.744140742374324
301,BULL DOG BOTTLE TOP WALL CLOCK,8.25,16.905737704918014
302,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,3.29,3.1682374717143893
303,BUNDLE OF 3 RETRO NOTE BOOKS,3.29,6.455727924849095
304,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,3.29,3.1950811099760457
305,BUNNY DECORATION MAGIC GARDEN,0.85,6.295762711864407
306,BUNNY WOODEN PAINTED WITH BIRD,0.85,7.591379310344826
307,BUNNY WOODEN PAINTED WITH FLOWER,0.85,6.398611111111113
308,BUTTERFLIES STICKERS,1.63,2.114507970133785
309,BUTTERFLY CROCHET FOOD COVER,7.46,7.46
310,BUTTON BOX,4.13,4.154499335720927
311,CABIN BAG VINTAGE PAISLEY,29.95,62.56548218445789
312,CABIN BAG VINTAGE RETROSPOT,29.95,83.65288470207814
313,CACTI T-LIGHT CANDLES,0.83,13.05261032270208
314,CAKE PLATE LOVEBIRD PINK,4.95,14.718576831507946
315,CAKE PLATE LOVEBIRD WHITE,4.95,14.338874335388478
316,CAKE STAND 3 TIER MAGIC GARDEN,12.75,21.473684210526322
317,CAKE STAND LOVEBIRD 2 TIER PINK,9.95,31.56817560824098
318,CAKE STAND LOVEBIRD 2 TIER WHITE,9.95,32.651566034142995
319,CAKE STAND VICTORIAN FILIGREE MED,6.75,32.75463696345013
320,CAKE STAND VICTORIAN FILIGREE SMALL,4.95,18.65769230769231
321,CAKE STAND WHITE TWO TIER LACE,8.5,38.96313240653255
322,CAKES AND BOWS GIFT  TAPE,0.65,5.525
323,CALENDAR FAMILY FAVOURITES,2.95,14.293722718607395
324,CALENDAR IN SEASON DESIGN,2.95,17.631961683837673
325,CALENDAR PAPER CUT DESIGN,5.79,11.078444659933707
326,CAMOUFLAGE DESIGN TEDDY,2.55,5.312499999999991
327,CAMOUFLAGE EAR MUFF HEADPHONES,10.79,10.945528175339316
328,CAMOUFLAGE LED TORCH,1.69,25.636981132075444
329,CAMPHOR WOOD PORTOBELLO MUSHROOM,1.25,6.5625
330,CANDLE HOLDER SILVER MADELINE,3.29,3.2522012864407475
331,CANDLE PLATE LACE WHITE,2.55,8.446874999999999
332,CANDLEHOLDER PINK HANGING HEART,5.79,5.6297786926443445
333,CANDY HEART HANGING DECORATION,1.25,14.243552313851499
334,CANDY SPOT EGG WARMER HARE,1.25,15.0
335,CANDY SPOT EGG WARMER RABBIT,1.25,8.75
336,CANDY SPOT HAND BAG,4.13,10.026140558133479
337,CARAVAN SQUARE TISSUE BOX,2.46,3.1785650619005
338,CARD BILLBOARD FONT,0.83,0.967965202142769
339,CARD BIRTHDAY COWBOY,0.83,1.0382283077811603
340,CARD CAT AND TREE,0.42,5.708571428571437
341,CARD CHRISTMAS VILLAGE,0.42,7.629517241379305
342,CARD CIRCUS PARADE,0.83,0.771751131202914
343,CARD DOG AND BALL,0.42,5.316585365853678
344,CARD DOLLY GIRL,0.83,2.1829806199439745
345,CARD GINGHAM ROSE,0.83,0.7224033590483314
346,CARD HOLDER GINGHAM HEART,5.79,9.107622183057048
347,CARD HOLDER LOVE BIRD LARGE,6.25,14.03985507246375
348,CARD HOLDER LOVE BIRD SMALL,4.15,15.996363636363618
349,CARD I LOVE LONDON,0.83,0.7118212577786407
350,CARD MOTORBIKE SANTA,0.42,7.480253164556969
351,CARD PARTY GAMES,0.42,4.890789473684226
352,CARD PSYCHEDELIC APPLES,0.42,6.103404255319139
353,CARD SUKI BIRTHDAY,0.42,5.392499999999994
354,CARD WEDDING DAY,0.42,5.257777777777769
355,CARDHOLDER GINGHAM CHRISTMAS TREE,6.63,15.135141347592674
356,CARDHOLDER GINGHAM STAR,4.96,11.837305907007945
357,CARDHOLDER HOLLY WREATH METAL,7.46,20.785784363785805
358,CAROUSEL PONIES BABY BIB,1.25,1.5625
359,CARRIAGE,50.0,50.0
360,CARROT CHARLIE+LOLA COASTER SET,5.79,5.816530682363104
361,CARTOON  PENCIL SHARPENERS,0.16,4.08860791386328
362,CAST IRON HOOK GARDEN FORK,2.69,607.9399999999999
363,CAST IRON HOOK GARDEN TROWEL,2.69,610.1962724520819
364,CAT BOWL VINTAGE CREAM,3.45,51.2899187824299
365,CERAMIC BOWL WITH LOVE HEART DESIGN,2.95,15.4875
366,CERAMIC BOWL WITH STRAWBERRY DESIGN,2.95,26.254808298872238
367,CERAMIC CAKE BOWL + HANGING CAKES,2.95,8.681428571428564
368,CERAMIC CAKE DESIGN SPOTTED MUG,1.49,9.827175572519078
369,CERAMIC CAKE DESIGN SPOTTED PLATE,1.49,11.385849056603767
370,CERAMIC CAKE STAND + HANGING CAKES,9.95,19.142694579235712
371,CERAMIC CHERRY CAKE MONEY BANK,3.29,2.5568160601196155
372,CERAMIC HEART FAIRY CAKE MONEY BANK,3.29,10.049153809779158
373,CERAMIC LOVE HEART MONEY BANK,1.45,9.347315865203697
374,CERAMIC PIRATE CHEST MONEY BANK,1.45,8.576595744680855
375,CERAMIC PLATE STRAWBERRY DESIGN,1.49,16.470450775767752
376,CERAMIC STRAWBERRY CAKE MONEY BANK,3.29,2.324059462132313
377,CERAMIC STRAWBERRY DESIGN MUG,1.49,20.163185406055252
379,CHAMBRE HOOK,1.65,13.86
380,CHARLIE & LOLA WASTEPAPER BIN BLUE,3.75,15.963087176940151
381,CHARLIE & LOLA WASTEPAPER BIN FLORA,3.75,9.728962642972089
382,CHARLIE + LOLA BISCUITS TINS,9.95,16.583333333333368
383,CHARLIE + LOLA RED HOT WATER BOTTLE,3.29,6.011271412020382
384,CHARLIE AND LOLA FIGURES TINS,9.95,16.583333333333368
385,CHARLIE AND LOLA TABLE TINS,9.95,9.95
386,CHARLIE LOLA BLUE HOT WATER BOTTLE,4.65,9.67207153322771
387,CHARLIE+LOLA MY ROOM DOOR SIGN,2.55,8.499999999999991
388,CHARLIE+LOLA PINK HOT WATER BOTTLE,3.29,7.0636897709085265
389,CHARLIE+LOLA RED HOT WATER BOTTLE,4.65,9.015855417457486
390,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",4.96,4.87117883769043
391,CHARLOTTE BAG ALPHABET  DESIGN,0.85,10.625
392,CHARLOTTE BAG APPLES DESIGN,0.85,8.337846153846154
393,CHARLOTTE BAG DOLLY GIRL DESIGN,1.63,2.316856774806947
394,CHARLOTTE BAG PINK POLKADOT,1.63,10.219886169419686
395,CHARLOTTE BAG SUKI DESIGN,1.63,2.864528281783993
396,CHARLOTTE BAG VINTAGE ALPHABET,1.63,1.450997525444402
397,CHERRY BLOSSOM  DECORATIVE FLASK,3.75,9.910714285714276
398,CHERRY BLOSSOM PASSPORT COVER,4.13,3.9929194630515186
399,CHERRY CROCHET FOOD COVER,7.46,7.46
400,CHERUB HEART DECORATION GOLD,1.63,11.385164422236798
401,CHERUB HEART DECORATION SILVER,1.63,12.13216346497588
402,CHEST 7 DRAWER MA CAMPAGNE,24.95,26.417647058823412
403,CHEST NATURAL WOOD 20 DRAWERS,125.0,125.0
404,CHEST OF DRAWERS GINGHAM HEART,33.29,33.168549447362636
405,CHICK GREY HOT WATER BOTTLE,7.46,6.657481587075778
406,CHILDREN'S APRON DOLLY GIRL,4.13,4.783723083617689
407,CHILDREN'S CIRCUS PARADE MUG,3.29,3.2075569110432025
408,CHILDREN'S SPACEBOY MUG,3.29,13.075088909330645
409,CHILDRENS APRON APPLES DESIGN,4.13,4.372455046587745
410,CHILDRENS APRON SPACEBOY DESIGN,4.13,7.1954266704850784
411,CHILDRENS CUTLERY CIRCUS PARADE,8.29,8.29
412,CHILDRENS CUTLERY POLKADOT BLUE,4.15,14.840189873417733
413,CHILDRENS CUTLERY POLKADOT GREEN,8.29,7.282654790067262
414,CHILDRENS CUTLERY POLKADOT PINK,8.29,9.951151926801362
415,CHILDRENS CUTLERY RETROSPOT RED,8.29,6.049152430663049
416,CHILDRENS CUTLERY SPACEBOY,8.29,16.131535521867914
417,CHILDRENS DOLLY GIRL MUG,3.29,4.850200064516775
418,CHILDRENS TOY COOKING UTENSIL SET,2.08,8.358878504672903
419,CHILDS BREAKFAST SET CIRCUS PARADE,8.5,19.55691056910568
420,CHILDS BREAKFAST SET DOLLY GIRL,9.95,18.513524590163954
421,CHILDS BREAKFAST SET SPACEBOY,9.95,16.97352941176474
422,CHILDS GARDEN BRUSH BLUE,2.1,7.182
423,CHILDS GARDEN BRUSH PINK,2.1,7.531034482758613
426,CHOC TRUFFLE GOLD TRINKET POT,1.65,21.215487334951632
427,CHOCOLATE 1 WICK MORRIS BOX CANDLE,4.25,33.73479432078254
428,CHOCOLATE 3 WICK MORRIS BOX CANDLE,4.25,6.847222222222218
429,CHOCOLATE BOX RIBBONS,2.46,1.9848780560881423
430,CHOCOLATE CALCULATOR,3.29,3.8383333333333445
431,CHOCOLATE HOT WATER BOTTLE,10.79,10.539670583867311
433,CHRISTMAS CARD SCREEN PRINT,0.42,13.412899010612346
434,CHRISTMAS CARD STACK OF PRESENTS,0.42,6.72
435,CHRISTMAS CRAFT LITTLE FRIENDS,4.13,18.89038324183266
436,CHRISTMAS CRAFT TREE TOP ANGEL,4.13,10.579048621633136
437,CHRISTMAS CRAFT WHITE FAIRY,3.29,6.797262929579863
438,CHRISTMAS DECOUPAGE CANDLE,1.63,2.9916572430281314
439,"CHRISTMAS GARLAND STARS,TREES",3.75,16.125
440,CHRISTMAS GINGHAM HEART,0.85,11.333333333333306
441,CHRISTMAS GINGHAM STAR,1.63,5.905888261256398
442,CHRISTMAS GINGHAM TREE,1.63,5.792843566240851
443,CHRISTMAS HANGING SNOWFLAKE,4.96,6.944425382726541
